"","birth_year","wealth2","country","democracy","mean"
"67",1970,"Lowest quintile","Jordan","dictatorship",0.0783132530120482
"68",1970,"Lowest quintile","Kazakhstan","dictatorship",0.125
"69",1970,"Lowest quintile","Kenya","dictatorship",0.130081300813008
"70",1970,"Lowest quintile","Kyrgyzstan","dictatorship",0
"71",1970,"Lowest quintile","Madagascar","dictatorship",0.1875
"72",1970,"Lowest quintile","Malawi","dictatorship",0.182692307692308
"73",1970,"Lowest quintile","Mali","dictatorship",0.238095238095238
"74",1970,"Lowest quintile","Morocco","dictatorship",0.137096774193548
"75",1970,"Lowest quintile","Namibia","dictatorship",0.0819672131147541
"76",1970,"Lowest quintile","Nicaragua","dictatorship",0.173076923076923
"77",1970,"Lowest quintile","Niger","dictatorship",0.193548387096774
"78",1970,"Lowest quintile","Nigeria","dictatorship",0.158227848101266
"79",1970,"Lowest quintile","Pakistan","dictatorship",0.0970873786407767
"80",1970,"Lowest quintile","Paraguay","dictatorship",0.0517241379310345
"81",1970,"Lowest quintile","Peru","dictatorship",0.154398563734291
"82",1970,"Lowest quintile","Philippines","dictatorship",0.077319587628866
"83",1970,"Lowest quintile","Rwanda","dictatorship",0.08
"84",1970,"Lowest quintile","Senegal","dictatorship",0.156862745098039
"85",1970,"Lowest quintile","South Africa","dictatorship",0.230769230769231
"86",1970,"Lowest quintile","Togo","dictatorship",0.159090909090909
"87",1970,"Lowest quintile","Turkey","democracy",0.231884057971014
"88",1970,"Lowest quintile","Uganda","dictatorship",0.145161290322581
"89",1970,"Lowest quintile","Uzbekistan","dictatorship",0.25
"90",1970,"Lowest quintile","Zambia","dictatorship",0.172932330827068
"91",1970,"Lowest quintile","Zimbabwe","dictatorship",0.0515463917525773
"92",1970,"Middle quintile","Armenia","dictatorship",0.105263157894737
"93",1970,"Middle quintile","Benin","dictatorship",0.2
"94",1970,"Middle quintile","Bolivia","dictatorship",0.169139465875371
"95",1970,"Middle quintile","Brazil","dictatorship",0.0678733031674208
"96",1970,"Middle quintile","Burkina Faso","dictatorship",0.242307692307692
"97",1970,"Middle quintile","Cambodia","dictatorship",0.2
"98",1970,"Middle quintile","Cameroon","dictatorship",0.118143459915612
"99",1970,"Middle quintile","Central African Republic","dictatorship",0.10958904109589
"100",1970,"Middle quintile","Chad","dictatorship",0.164556962025316
"101",1970,"Middle quintile","Colombia","democracy",0.0685975609756098
"102",1970,"Middle quintile","Cote d Ivoire","dictatorship",0.158333333333333
"103",1970,"Middle quintile","Dominican Republic","democracy",0.0636704119850187
"104",1970,"Middle quintile","Egypt","dictatorship",0.190721649484536
"105",1970,"Middle quintile","Ethiopia","dictatorship",0.2
"106",1970,"Middle quintile","Gabon","dictatorship",0.0952380952380952
"107",1970,"Middle quintile","Ghana","democracy",0.106951871657754
"108",1970,"Middle quintile","Guatemala","democracy",0.161925601750547
"109",1970,"Middle quintile","Guinea","dictatorship",0.252747252747253
"110",1970,"Middle quintile","Haiti","dictatorship",0.198863636363636
"111",1970,"Middle quintile","India","democracy",0.134486071085495
"112",1970,"Middle quintile","Indonesia","dictatorship",0.171296296296296
"113",1970,"Middle quintile","Jordan","dictatorship",0.0761772853185596
"114",1970,"Middle quintile","Kazakhstan","dictatorship",0.0804597701149425
"115",1970,"Middle quintile","Kenya","dictatorship",0.10093896713615
"116",1970,"Middle quintile","Kyrgyzstan","dictatorship",0.153846153846154
"117",1970,"Middle quintile","Madagascar","dictatorship",0.126126126126126
"118",1970,"Middle quintile","Malawi","dictatorship",0.219512195121951
"119",1970,"Middle quintile","Mali","dictatorship",0.233624454148472
"120",1970,"Middle quintile","Morocco","dictatorship",0.144475920679887
"121",1970,"Middle quintile","Namibia","dictatorship",0.0606060606060606
"122",1970,"Middle quintile","Nicaragua","dictatorship",0.12624584717608
"123",1970,"Middle quintile","Niger","dictatorship",0.21969696969697
"124",1970,"Middle quintile","Nigeria","dictatorship",0.18859649122807
"125",1970,"Middle quintile","Pakistan","dictatorship",0.10455764075067
"126",1970,"Middle quintile","Paraguay","dictatorship",0.076530612244898
"127",1970,"Middle quintile","Peru","dictatorship",0.118253968253968
"128",1970,"Middle quintile","Philippines","dictatorship",0.052434456928839
"129",1970,"Middle quintile","Rwanda","dictatorship",0.165094339622642
"130",1970,"Middle quintile","Senegal","dictatorship",0.195876288659794
"131",1970,"Middle quintile","South Africa","dictatorship",0.128205128205128
"132",1970,"Middle quintile","Togo","dictatorship",0.173228346456693
"133",1970,"Middle quintile","Turkey","democracy",0.141791044776119
"134",1970,"Middle quintile","Uganda","dictatorship",0.10989010989011
"135",1970,"Middle quintile","Uzbekistan","dictatorship",0.0196078431372549
"136",1970,"Middle quintile","Zambia","dictatorship",0.0909090909090909
"137",1970,"Middle quintile","Zimbabwe","dictatorship",0.115942028985507
"138",1971,"Highest quintile","Armenia","dictatorship",0
"139",1971,"Highest quintile","Bangladesh","dictatorship",0.117338003502627
"140",1971,"Highest quintile","Benin","dictatorship",0.0588235294117647
"141",1971,"Highest quintile","Bolivia","dictatorship",0.092436974789916
"142",1971,"Highest quintile","Brazil","dictatorship",0.0677966101694915
"143",1971,"Highest quintile","Burkina Faso","dictatorship",0.10958904109589
"144",1971,"Highest quintile","Cambodia","dictatorship",0.0961538461538462
"145",1971,"Highest quintile","Cameroon","dictatorship",0.0289855072463768
"146",1971,"Highest quintile","Central African Republic","dictatorship",0.0606060606060606
"147",1971,"Highest quintile","Chad","dictatorship",0.136986301369863
"148",1971,"Highest quintile","Colombia","democracy",0.0321100917431193
"149",1971,"Highest quintile","Cote d Ivoire","dictatorship",0.136986301369863
"150",1971,"Highest quintile","Dominican Republic","democracy",0.03125
"151",1971,"Highest quintile","Egypt","dictatorship",0.112359550561798
"152",1971,"Highest quintile","Ethiopia","dictatorship",0.121693121693122
"153",1971,"Highest quintile","Gabon","dictatorship",0
"154",1971,"Highest quintile","Ghana","democracy",0.106382978723404
"155",1971,"Highest quintile","Guatemala","democracy",0.108108108108108
"156",1971,"Highest quintile","Guinea","dictatorship",0.212121212121212
"157",1971,"Highest quintile","Haiti","dictatorship",0.208333333333333
"158",1971,"Highest quintile","India","democracy",0.0713592233009709
"159",1971,"Highest quintile","Indonesia","dictatorship",0.096234309623431
"160",1971,"Highest quintile","Jordan","dictatorship",0.0466926070038911
"161",1971,"Highest quintile","Kazakhstan","dictatorship",0.0204081632653061
"162",1971,"Highest quintile","Kenya","dictatorship",0.0566037735849057
"163",1971,"Highest quintile","Kyrgyzstan","dictatorship",0
"164",1971,"Highest quintile","Madagascar","dictatorship",0.0166666666666667
"165",1971,"Highest quintile","Malawi","dictatorship",0.111111111111111
"166",1971,"Highest quintile","Mali","dictatorship",0.151162790697674
"167",1971,"Highest quintile","Morocco","dictatorship",0.146551724137931
"168",1971,"Highest quintile","Namibia","dictatorship",0.0526315789473684
"169",1971,"Highest quintile","Nicaragua","dictatorship",0.0714285714285714
"170",1971,"Highest quintile","Niger","dictatorship",0.172413793103448
"171",1971,"Highest quintile","Nigeria","dictatorship",0.0689655172413793
"172",1971,"Highest quintile","Pakistan","dictatorship",0.14367816091954
"173",1971,"Highest quintile","Paraguay","dictatorship",0.0384615384615385
"174",1971,"Highest quintile","Peru","dictatorship",0.0548780487804878
"175",1971,"Highest quintile","Philippines","dictatorship",0.0364963503649635
"176",1971,"Highest quintile","Rwanda","dictatorship",0.0447761194029851
"177",1971,"Highest quintile","Senegal","dictatorship",0.0784313725490196
"178",1971,"Highest quintile","South Africa","dictatorship",0.0172413793103448
"179",1971,"Highest quintile","Togo","dictatorship",0.0909090909090909
"180",1971,"Highest quintile","Turkey","democracy",0.089171974522293
"181",1971,"Highest quintile","Uganda","dictatorship",0.0795454545454545
"182",1971,"Highest quintile","Uzbekistan","dictatorship",0
"183",1971,"Highest quintile","Zambia","dictatorship",0.0555555555555556
"184",1971,"Highest quintile","Zimbabwe","dictatorship",0.0363636363636364
"185",1971,"Lowest quintile","Armenia","dictatorship",0
"186",1971,"Lowest quintile","Bangladesh","dictatorship",0.177319587628866
"187",1971,"Lowest quintile","Benin","dictatorship",0.119047619047619
"188",1971,"Lowest quintile","Bolivia","dictatorship",0.137724550898204
"189",1971,"Lowest quintile","Brazil","dictatorship",0.168224299065421
"190",1971,"Lowest quintile","Burkina Faso","dictatorship",0.172839506172839
"191",1971,"Lowest quintile","Cambodia","dictatorship",0.219512195121951
"192",1971,"Lowest quintile","Cameroon","dictatorship",0.144578313253012
"193",1971,"Lowest quintile","Central African Republic","dictatorship",0.144927536231884
"194",1971,"Lowest quintile","Chad","dictatorship",0.0851063829787234
"195",1971,"Lowest quintile","Colombia","democracy",0.0558139534883721
"196",1971,"Lowest quintile","Cote d Ivoire","dictatorship",0.13953488372093
"197",1971,"Lowest quintile","Dominican Republic","democracy",0.111111111111111
"198",1971,"Lowest quintile","Egypt","dictatorship",0.246323529411765
"199",1971,"Lowest quintile","Ethiopia","dictatorship",0.171206225680934
"200",1971,"Lowest quintile","Gabon","dictatorship",0.111111111111111
"201",1971,"Lowest quintile","Ghana","democracy",0.115384615384615
"202",1971,"Lowest quintile","Guatemala","democracy",0.198924731182796
"203",1971,"Lowest quintile","Guinea","dictatorship",0.25
"204",1971,"Lowest quintile","Haiti","dictatorship",0.1
"205",1971,"Lowest quintile","India","democracy",0.206782464846981
"206",1971,"Lowest quintile","Indonesia","dictatorship",0.101123595505618
"207",1971,"Lowest quintile","Jordan","dictatorship",0.0949720670391061
"208",1971,"Lowest quintile","Kazakhstan","dictatorship",0.133333333333333
"209",1971,"Lowest quintile","Kenya","dictatorship",0.219298245614035
"210",1971,"Lowest quintile","Kyrgyzstan","dictatorship",0.117647058823529
"211",1971,"Lowest quintile","Madagascar","dictatorship",0.0952380952380952
"212",1971,"Lowest quintile","Malawi","dictatorship",0.207920792079208
"213",1971,"Lowest quintile","Mali","dictatorship",0.3125
"214",1971,"Lowest quintile","Morocco","dictatorship",0.224806201550388
"215",1971,"Lowest quintile","Namibia","dictatorship",0.0384615384615385
"216",1971,"Lowest quintile","Nicaragua","dictatorship",0.142857142857143
"217",1971,"Lowest quintile","Niger","dictatorship",0.129032258064516
"218",1971,"Lowest quintile","Nigeria","dictatorship",0.247311827956989
"219",1971,"Lowest quintile","Pakistan","dictatorship",0.105263157894737
"220",1971,"Lowest quintile","Paraguay","dictatorship",0.0786516853932584
"221",1971,"Lowest quintile","Peru","dictatorship",0.13963963963964
"222",1971,"Lowest quintile","Philippines","dictatorship",0.0829694323144105
"223",1971,"Lowest quintile","Rwanda","dictatorship",0.141025641025641
"224",1971,"Lowest quintile","Senegal","dictatorship",0.0967741935483871
"225",1971,"Lowest quintile","South Africa","dictatorship",0.162162162162162
"226",1971,"Lowest quintile","Togo","dictatorship",0.205128205128205
"227",1971,"Lowest quintile","Turkey","democracy",0.3
"228",1971,"Lowest quintile","Uganda","dictatorship",0.138461538461538
"229",1971,"Lowest quintile","Uzbekistan","dictatorship",0.0833333333333333
"230",1971,"Lowest quintile","Zambia","dictatorship",0.105263157894737
"231",1971,"Lowest quintile","Zimbabwe","dictatorship",0.0533333333333333
"232",1971,"Middle quintile","Armenia","dictatorship",0.173076923076923
"233",1971,"Middle quintile","Bangladesh","dictatorship",0.135403726708075
"234",1971,"Middle quintile","Benin","dictatorship",0.138755980861244
"235",1971,"Middle quintile","Bolivia","dictatorship",0.157248157248157
"236",1971,"Middle quintile","Brazil","dictatorship",0.118852459016393
"237",1971,"Middle quintile","Burkina Faso","dictatorship",0.196666666666667
"238",1971,"Middle quintile","Cambodia","dictatorship",0.119047619047619
"239",1971,"Middle quintile","Cameroon","dictatorship",0.120192307692308
"240",1971,"Middle quintile","Central African Republic","dictatorship",0.1015625
"241",1971,"Middle quintile","Chad","dictatorship",0.145161290322581
"242",1971,"Middle quintile","Colombia","democracy",0.075070821529745
"243",1971,"Middle quintile","Cote d Ivoire","dictatorship",0.114537444933921
"244",1971,"Middle quintile","Dominican Republic","democracy",0.0945945945945946
"245",1971,"Middle quintile","Egypt","dictatorship",0.175956284153005
"246",1971,"Middle quintile","Ethiopia","dictatorship",0.185483870967742
"247",1971,"Middle quintile","Gabon","dictatorship",0.0888888888888889
"248",1971,"Middle quintile","Ghana","democracy",0.0970873786407767
"249",1971,"Middle quintile","Guatemala","democracy",0.13469387755102
"250",1971,"Middle quintile","Guinea","dictatorship",0.175675675675676
"251",1971,"Middle quintile","Haiti","dictatorship",0.212765957446809
"252",1971,"Middle quintile","India","democracy",0.136602098466505
"253",1971,"Middle quintile","Indonesia","dictatorship",0.117791411042945
"254",1971,"Middle quintile","Jordan","dictatorship",0.0750323415265201
"255",1971,"Middle quintile","Kazakhstan","dictatorship",0.0495049504950495
"256",1971,"Middle quintile","Kenya","dictatorship",0.117936117936118
"257",1971,"Middle quintile","Kyrgyzstan","dictatorship",0.112903225806452
"258",1971,"Middle quintile","Madagascar","dictatorship",0.0551181102362205
"259",1971,"Middle quintile","Malawi","dictatorship",0.159375
"260",1971,"Middle quintile","Mali","dictatorship",0.239644970414201
"261",1971,"Middle quintile","Morocco","dictatorship",0.15989847715736
"262",1971,"Middle quintile","Namibia","dictatorship",0.0913978494623656
"263",1971,"Middle quintile","Nicaragua","dictatorship",0.113821138211382
"264",1971,"Middle quintile","Niger","dictatorship",0.173228346456693
"265",1971,"Middle quintile","Nigeria","dictatorship",0.15210355987055
"266",1971,"Middle quintile","Pakistan","dictatorship",0.172413793103448
"267",1971,"Middle quintile","Paraguay","dictatorship",0.0517241379310345
"268",1971,"Middle quintile","Peru","dictatorship",0.106769016050244
"269",1971,"Middle quintile","Philippines","dictatorship",0.0614334470989761
"270",1971,"Middle quintile","Rwanda","dictatorship",0.138888888888889
"271",1971,"Middle quintile","Senegal","dictatorship",0.145945945945946
"272",1971,"Middle quintile","South Africa","dictatorship",0.156626506024096
"273",1971,"Middle quintile","Togo","dictatorship",0.154471544715447
"274",1971,"Middle quintile","Turkey","democracy",0.140495867768595
"275",1971,"Middle quintile","Uganda","dictatorship",0.0913705583756345
"276",1971,"Middle quintile","Uzbekistan","dictatorship",0.0819672131147541
"277",1971,"Middle quintile","Zambia","dictatorship",0.109090909090909
"278",1971,"Middle quintile","Zimbabwe","dictatorship",0.0538116591928251
"279",1972,"Highest quintile","Armenia","dictatorship",0.176470588235294
"280",1972,"Highest quintile","Bangladesh","dictatorship",0.127348643006263
"281",1972,"Highest quintile","Benin","dictatorship",0.0666666666666667
"282",1972,"Highest quintile","Bolivia","dictatorship",0.0869565217391304
"283",1972,"Highest quintile","Brazil","dictatorship",0.107692307692308
"284",1972,"Highest quintile","Burkina Faso","dictatorship",0.154867256637168
"285",1972,"Highest quintile","Cambodia","dictatorship",0.125
"286",1972,"Highest quintile","Cameroon","dictatorship",0.0695652173913043
"287",1972,"Highest quintile","Central African Republic","dictatorship",0.0816326530612245
"288",1972,"Highest quintile","Chad","dictatorship",0.196428571428571
"289",1972,"Highest quintile","Colombia","democracy",0.04149377593361
"290",1972,"Highest quintile","Cote d Ivoire","dictatorship",0.1
"291",1972,"Highest quintile","Dominican Republic","democracy",0.0588235294117647
"292",1972,"Highest quintile","Egypt","dictatorship",0.0851063829787234
"293",1972,"Highest quintile","Ethiopia","dictatorship",0.131147540983607
"294",1972,"Highest quintile","Gabon","dictatorship",0.181818181818182
"295",1972,"Highest quintile","Ghana","dictatorship",0.0769230769230769
"296",1972,"Highest quintile","Guatemala","democracy",0.0990990990990991
"297",1972,"Highest quintile","Guinea","dictatorship",0.178571428571429
"298",1972,"Highest quintile","Haiti","dictatorship",0.209302325581395
"299",1972,"Highest quintile","India","democracy",0.0774907749077491
"300",1972,"Highest quintile","Indonesia","dictatorship",0.0879765395894428
"301",1972,"Highest quintile","Jordan","dictatorship",0.0542168674698795
"302",1972,"Highest quintile","Kazakhstan","dictatorship",0.015625
"303",1972,"Highest quintile","Kenya","dictatorship",0.0661764705882353
"304",1972,"Highest quintile","Kyrgyzstan","dictatorship",0.04
"305",1972,"Highest quintile","Madagascar","dictatorship",0.0294117647058824
"306",1972,"Highest quintile","Malawi","dictatorship",0.118055555555556
"307",1972,"Highest quintile","Mali","dictatorship",0.184397163120567
"308",1972,"Highest quintile","Morocco","dictatorship",0.129251700680272
"309",1972,"Highest quintile","Namibia","dictatorship",0.0348837209302326
"310",1972,"Highest quintile","Nicaragua","dictatorship",0.102040816326531
"311",1972,"Highest quintile","Niger","dictatorship",0.119402985074627
"312",1972,"Highest quintile","Nigeria","dictatorship",0.069364161849711
"313",1972,"Highest quintile","Pakistan","democracy",0.0775193798449612
"314",1972,"Highest quintile","Paraguay","dictatorship",0.0344827586206897
"315",1972,"Highest quintile","Peru","dictatorship",0.0691489361702128
"316",1972,"Highest quintile","Philippines","dictatorship",0.0432098765432099
"317",1972,"Highest quintile","Rwanda","dictatorship",0.121212121212121
"318",1972,"Highest quintile","Senegal","dictatorship",0.148148148148148
"319",1972,"Highest quintile","South Africa","dictatorship",0.0317460317460317
"320",1972,"Highest quintile","Togo","dictatorship",0.0930232558139535
"321",1972,"Highest quintile","Turkey","democracy",0.0922330097087379
"322",1972,"Highest quintile","Uganda","dictatorship",0.0806451612903226
"323",1972,"Highest quintile","Uzbekistan","dictatorship",0.0526315789473684
"324",1972,"Highest quintile","Zambia","dictatorship",0.0277777777777778
"325",1972,"Highest quintile","Zimbabwe","dictatorship",0.0736842105263158
"326",1972,"Lowest quintile","Armenia","dictatorship",0.0714285714285714
"327",1972,"Lowest quintile","Bangladesh","dictatorship",0.151241534988713
"328",1972,"Lowest quintile","Benin","dictatorship",0.174418604651163
"329",1972,"Lowest quintile","Bolivia","dictatorship",0.252688172043011
"330",1972,"Lowest quintile","Brazil","dictatorship",0.129310344827586
"331",1972,"Lowest quintile","Burkina Faso","dictatorship",0.217741935483871
"332",1972,"Lowest quintile","Cambodia","dictatorship",0.10958904109589
"333",1972,"Lowest quintile","Cameroon","dictatorship",0.163636363636364
"334",1972,"Lowest quintile","Central African Republic","dictatorship",0.10958904109589
"335",1972,"Lowest quintile","Chad","dictatorship",0.12962962962963
"336",1972,"Lowest quintile","Colombia","democracy",0.0669014084507042
"337",1972,"Lowest quintile","Cote d Ivoire","dictatorship",0.166666666666667
"338",1972,"Lowest quintile","Dominican Republic","democracy",0.0963855421686747
"339",1972,"Lowest quintile","Egypt","dictatorship",0.213740458015267
"340",1972,"Lowest quintile","Ethiopia","dictatorship",0.145251396648045
"341",1972,"Lowest quintile","Gabon","dictatorship",0.103448275862069
"342",1972,"Lowest quintile","Ghana","dictatorship",0.112244897959184
"343",1972,"Lowest quintile","Guatemala","democracy",0.130044843049327
"344",1972,"Lowest quintile","Guinea","dictatorship",0.224489795918367
"345",1972,"Lowest quintile","Haiti","dictatorship",0.129032258064516
"346",1972,"Lowest quintile","India","democracy",0.172395273899033
"347",1972,"Lowest quintile","Indonesia","dictatorship",0.12924071082391
"348",1972,"Lowest quintile","Jordan","dictatorship",0.0858369098712446
"349",1972,"Lowest quintile","Kazakhstan","dictatorship",0.166666666666667
"350",1972,"Lowest quintile","Kenya","dictatorship",0.109947643979058
"351",1972,"Lowest quintile","Kyrgyzstan","dictatorship",0.0666666666666667
"352",1972,"Lowest quintile","Madagascar","dictatorship",0.10126582278481
"353",1972,"Lowest quintile","Malawi","dictatorship",0.280254777070064
"354",1972,"Lowest quintile","Mali","dictatorship",0.277456647398844
"355",1972,"Lowest quintile","Morocco","dictatorship",0.146892655367232
"356",1972,"Lowest quintile","Namibia","dictatorship",0.0654205607476635
"357",1972,"Lowest quintile","Nicaragua","dictatorship",0.152777777777778
"358",1972,"Lowest quintile","Niger","dictatorship",0.09375
"359",1972,"Lowest quintile","Nigeria","dictatorship",0.21264367816092
"360",1972,"Lowest quintile","Pakistan","democracy",0.12037037037037
"361",1972,"Lowest quintile","Paraguay","dictatorship",0.0697674418604651
"362",1972,"Lowest quintile","Peru","dictatorship",0.153745072273325
"363",1972,"Lowest quintile","Philippines","dictatorship",0.0863787375415282
"364",1972,"Lowest quintile","Rwanda","dictatorship",0.152671755725191
"365",1972,"Lowest quintile","Senegal","dictatorship",0.194805194805195
"366",1972,"Lowest quintile","South Africa","dictatorship",0.163265306122449
"367",1972,"Lowest quintile","Togo","dictatorship",0.160714285714286
"368",1972,"Lowest quintile","Turkey","democracy",0.155688622754491
"369",1972,"Lowest quintile","Uganda","dictatorship",0.156626506024096
"370",1972,"Lowest quintile","Uzbekistan","dictatorship",0.0769230769230769
"371",1972,"Lowest quintile","Zambia","dictatorship",0.123456790123457
"372",1972,"Lowest quintile","Zimbabwe","dictatorship",0.0873015873015873
"373",1972,"Middle quintile","Armenia","dictatorship",0.0547945205479452
"374",1972,"Middle quintile","Bangladesh","dictatorship",0.167491166077739
"375",1972,"Middle quintile","Benin","dictatorship",0.196153846153846
"376",1972,"Middle quintile","Bolivia","dictatorship",0.151785714285714
"377",1972,"Middle quintile","Brazil","dictatorship",0.116883116883117
"378",1972,"Middle quintile","Burkina Faso","dictatorship",0.233160621761658
"379",1972,"Middle quintile","Cambodia","dictatorship",0.121693121693122
"380",1972,"Middle quintile","Cameroon","dictatorship",0.146875
"381",1972,"Middle quintile","Central African Republic","dictatorship",0.158227848101266
"382",1972,"Middle quintile","Chad","dictatorship",0.1440329218107
"383",1972,"Middle quintile","Colombia","democracy",0.0756207674943567
"384",1972,"Middle quintile","Cote d Ivoire","dictatorship",0.159863945578231
"385",1972,"Middle quintile","Dominican Republic","democracy",0.0995670995670996
"386",1972,"Middle quintile","Egypt","dictatorship",0.190735694822888
"387",1972,"Middle quintile","Ethiopia","dictatorship",0.158823529411765
"388",1972,"Middle quintile","Gabon","dictatorship",0.10958904109589
"389",1972,"Middle quintile","Ghana","dictatorship",0.100478468899522
"390",1972,"Middle quintile","Guatemala","democracy",0.1184
"391",1972,"Middle quintile","Guinea","dictatorship",0.184615384615385
"392",1972,"Middle quintile","Haiti","dictatorship",0.157088122605364
"393",1972,"Middle quintile","India","democracy",0.124767757610404
"394",1972,"Middle quintile","Indonesia","dictatorship",0.103833865814696
"395",1972,"Middle quintile","Jordan","dictatorship",0.0598555211558308
"396",1972,"Middle quintile","Kazakhstan","dictatorship",0.0650406504065041
"397",1972,"Middle quintile","Kenya","dictatorship",0.0938566552901024
"398",1972,"Middle quintile","Kyrgyzstan","dictatorship",0.0909090909090909
"399",1972,"Middle quintile","Madagascar","dictatorship",0.106951871657754
"400",1972,"Middle quintile","Malawi","dictatorship",0.213776722090261
"401",1972,"Middle quintile","Mali","dictatorship",0.202290076335878
"402",1972,"Middle quintile","Morocco","dictatorship",0.136263736263736
"403",1972,"Middle quintile","Namibia","dictatorship",0.0810810810810811
"404",1972,"Middle quintile","Nicaragua","dictatorship",0.118198874296435
"405",1972,"Middle quintile","Niger","dictatorship",0.165775401069519
"406",1972,"Middle quintile","Nigeria","dictatorship",0.158110882956879
"407",1972,"Middle quintile","Pakistan","democracy",0.0916844349680171
"408",1972,"Middle quintile","Paraguay","dictatorship",0.0542635658914729
"409",1972,"Middle quintile","Peru","dictatorship",0.107122826696579
"410",1972,"Middle quintile","Philippines","dictatorship",0.0550688360450563
"411",1972,"Middle quintile","Rwanda","dictatorship",0.122641509433962
"412",1972,"Middle quintile","Senegal","dictatorship",0.156996587030717
"413",1972,"Middle quintile","South Africa","dictatorship",0.11340206185567
